A0AVF1	P52790	1
A0AVF1	Q8N4P2	1
A0AVF1	Q9NWB7	1
A0AVT1	Q96QD9	1
A0AVT1	Q9H832	1
A0JLT2	A0JLT2	1
A0JLT2	O60244	1
A0JLT2	O75586	1
A0JLT2	O95402	1
A0JLT2	P53803	1
A0JLT2	P62875	1
A0JLT2	Q15648	1
A0JLT2	Q6P2C8	1
A0JLT2	Q71SY5	1
A0JLT2	Q9H944	1
A0JLT2	Q9NVC6	1
A0JLT2	Q9NX70	1
A0JLT2	Q9P086	1
A0JLT2	Q9Y2X0	1
A0JNW5	Q7L591	1
A0JNW5	Q8WUE5	1
A0MZ66	A0MZ66	1
A0MZ66	P05413	1
A0MZ66	Q9NP64	1
A0PJZ3	P22087	1
A1A4S6	Q9UNA1	1
A1A4S6	Q9Y426	1
A1A519	Q2KHR3	1
A1A519	Q8N108	1
A1A519	Q8NBT2	1
A1A519	Q93009	1
A1A519	Q9HBM1	1
A1A519	Q9NW07	1
A1A519	Q9P0L0	1
A1A5D9	Q6P597	1
A1L0T0	Q9HCG7	1
A1L390	Q9NQW6	1
A1L443	P62993	1
A1L4K1	P40426	1
A1L4K1	Q00994	1
A1L4K1	Q6NYC8	1
A1L4K1	Q6P1J9	1
A1L4K1	Q86VK4	1
A1L4K1	Q86YD7	1
A1L4K1	Q8TAU3	1
A1L4K1	Q9H0A9	1
A1L4K1	Q9H0E9	1
A1L4K1	Q9HC52	1
A2A3K4	O14936	1
A2A3K4	P61962	1
A2A3K4	P67775	1
A2A3K4	Q66LE6	1
A2A3K4	Q9UK99	1
A2RRP1	O43752	1
A2RRP1	Q86Y82	1
A2RRP1	Q99747	1
A2RRP1	Q9NZ43	1
A2RRP1	Q9UEU0	1
A2RTX5	O00560	1
A2RU30	P28290	1
A2RU30	Q14571	1
A2RU30	Q14573	1
A2RU30	Q14643	1
A2RU30	Q9P0J7	1
A2RU30	Q9UMX3	1
A2RU48	Q9H668	1
A2RU67	Q7Z6J6	1
A2RU67	Q86Y82	1
A2RUC4	A5A3E0	1
A2RUC4	O15400	1
A2RUC4	O94901	1
A2RUC4	O95478	1
A2RUC4	P20036	1
A2RUC4	Q8TCB7	1
A2RUC4	Q9NZ43	1
A2RUH7	O14936	1
A2RUT3	P0C0L4	1
A2RUU4	Q9C0D3	1
A2RUU4	Q9NV35	1
A3KMH1	Q8N5Y8	1
A3KMH1	Q8N8Q3	1
A3KMH1	Q9BQG2	1
A3KMH1	Q9Y240	1
A4D1E9	P57723	1
A4D1E9	Q5JR59	1
A4D1E9	Q9NP92	1
A4D1U4	Q9UBX7	1
A4FU01	Q3ZCQ8	1
A5A3E0	O00602	1
A5A3E0	P00813	1
A5A3E0	P06132	1
A5A3E0	Q14565	1
A5A3E0	Q92185	1
A5A3E0	Q92604	1
A5A3E0	Q9NUC0	1
A5D8T8	Q66LE6	1
A5D8V6	O00308	1
A5D8V6	O14964	1
A5D8V6	O75886	1
A5D8V6	O94875	1
A5D8V6	P35638	1
A5D8V6	P55347	1
A5D8V6	P98170	1
A5D8V6	Q15038	1
A5D8V6	Q53EZ4	1
A5D8V6	Q6P1W5	1
A5D8V6	Q8NDC0	1
A5D8V6	Q99816	1
A5D8V6	Q99961	1
A5D8V7	O60826	1
A5D8V7	O95295	1
A5D8V7	Q13099	1
A5D8V7	Q15390	1
A5D8V7	Q8TBA6	1
A5D8V7	Q8WYA0	1
A5D8V7	Q96LB3	1
A5D8V7	Q99666	1
A5D8V7	Q9H3R5	1
A5D8V7	Q9H7X7	1
A5D8V7	Q9NQC8	1
A5D8V7	Q9NX08	1
A5D8V7	Q9NXX6	1
A5D8V7	Q9UBB9	1
A5D8V7	Q9UBI1	1
A5D8V7	Q9UKA2	1
A5PL33	P55345	1
A5PL33	Q9Y2M5	1
A5PLN9	Q8WVT3	1
A5PLN9	Q9Y2V7	1
A5X5Y0	O75915	1
A5YKK6	O75175	1
A5YKK6	O95628	1
A5YKK6	P09237	1
A5YKK6	P50616	1
A5YKK6	Q5TC82	1
A5YKK6	Q5W0B1	1
A5YKK6	Q8NDV7	1
A5YKK6	Q92600	1
A5YKK6	Q96LI5	1
A5YKK6	Q9HCJ0	1
A5YKK6	Q9UFF9	1
A5YKK6	Q9UKZ1	1
A6NCE7	O60637	1
A6NCE7	Q9H6L5	1
A6NCE7	Q9UHK0	1
A6NED2	O60271	1
A6NED2	Q14642	1
